Temperature,Pressure,WHSV,Feed_Impurity,Residence_Time,Catalyst_Type,Catalyst_Age,Surface_Area,Pore_Volume,Active_Sites,Regeneration_Cycles,Operation_Mode,Reactor_Type,Deactivated
287.6433945605654,46.29541357344999,9.399813389314373,3.4272194161095078,3.3946808321293482,Zeolite,494.3708110457581,286.55004353729305,1.153776125932771,4.136706720608958,7,Continuous,Fluidized Bed,True
309.90855298810754,48.58185401310302,0.9964498532172258,1.66228078574356,4.147716954286599,Metal Oxide,914.8349499968781,791.5223897555181,1.306825426220485,1.292874827739114,1,Semi-batch,Fluidized Bed,False
336.8209952651108,47.269057966558265,4.478536531204533,0.2829282807335781,3.3981514414649636,Zeolite,211.71437214797083,347.4948496640103,1.068362482870512,3.227974889993447,6,Continuous,Trickle Bed,False
435.5527884179041,24.236496616215724,2.971499014139486,1.869605235064068,4.139317191521813,Metal Oxide,144.24002111810353,655.3053231809895,0.3685834146934541,2.016148608845355,3,Continuous,Trickle Bed,False
259.9021346475079,43.240089898476356,7.442799167316933,4.722242913471517,2.0452615948166235,Zeolite,758.9768318540306,112.89971709777191,1.5825608811535998,3.13468672241766,1,Batch,Fluidized Bed,True
354.2703315240835,42.38292052821845,9.822322359723843,3.208671986492791,0.8659531564734182,Zeolite,500.619532333931,398.1257039153178,1.5450043611594564,1.920441321420458,6,Continuous,Fluidized Bed,True
377.72437065861277,16.635923188919527,2.937035593220354,3.357395743336035,3.715959642248202,Zeolite,911.7851123817715,381.3678543670466,0.7610659786870617,0.8912280231151437,0,Continuous,Fluidized Bed,False
213.9351238159993,41.61685823338319,6.714658714003708,3.1614107681881993,1.8663250751936142,Noble Metal,146.6145571598423,534.7875428664115,0.7512306414111207,1.5032750385098912,3,Semi-batch,Fluidized Bed,False
382.2634555704315,2.8133741010591384,2.381927511217531,0.994960694797184,3.3892270436227494,Metal Oxide,645.9278930230394,158.1890094217572,1.7081144856299333,1.3462635491558401,8,Batch,Trickle Bed,True
251.15723710618747,30.2172240456206,5.870637418430294,2.0916693205114005,1.426155315710652,Metal Oxide,232.87914615181504,732.1050989808866,0.33024306393438796,2.426087085978397,3,Semi-batch,Fixed Bed,True
219.51547789558384,12.27043302709745,4.907358623539194,3.7546989918165914,0.4980252105526961,Zeolite,156.7604286516393,274.2246414140548,1.7859892670418185,3.462277025417708,2,Semi-batch,Fluidized Bed,False
484.66566117599996,6.907777403086662,9.734050631499603,0.5068644877657957,4.963650797890041,Noble Metal,683.4294151572706,641.6302519056081,0.661991041812646,1.6871273372586089,9,Semi-batch,Fluidized Bed,True
489.6896099223678,4.770706879831248,6.281009090616433,1.3892638804485613,0.8653873888599365,Noble Metal,593.6846199087332,742.5696985952745,1.267372545959889,0.5543147088527808,9,Continuous,Trickle Bed,True
442.51920443493833,35.11815001802885,3.8203105348247783,1.381595542329268,4.943262870421057,Metal Oxide,754.8274583623312,549.5015649932104,1.8847895222031998,2.835218139191406,1,Semi-batch,Fluidized Bed,True
291.3841307520112,17.65387322463524,1.5839099564353671,2.16009463797253,4.888671669575592,Noble Metal,309.46257644618237,692.7065653775884,1.4206205027659635,3.225917702115374,2,Semi-batch,Fluidized Bed,False
229.30163420191516,36.51357180490931,1.9368448729818784,4.901843704710926,3.9897087091493946,Metal Oxide,447.97165638218996,629.4882497720045,0.9459736624406658,4.832917223008144,0,Batch,Trickle Bed,True
405.2699079536471,4.202460699148176,2.6405108345367334,0.3375127334191097,3.3311725142017883,Metal Oxide,405.47167633041846,384.4238377216061,1.4411615760297474,3.1526186139196106,9,Batch,Fluidized Bed,False
332.04574812188037,16.44922655369991,2.884183282732831,2.5935049719029752,2.9312545462303152,Metal Oxide,984.0894639665142,747.0868312268523,0.8191633453694664,2.6202765172016385,7,Batch,Fluidized Bed,False
236.61147045343364,27.435073326391525,8.580852549490809,0.8968234100610523,4.3438975723513895,Noble Metal,292.2489567393879,335.76109590842236,0.699065149428535,3.0803073165396673,0,Batch,Trickle Bed,False
348.55307303338105,39.745435077109214,5.831616488683987,4.853382727048721,1.518253655935491,Metal Oxide,294.8172383467669,556.9703342012137,1.9940299002824236,4.675552834379122,2,Semi-batch,Fixed Bed,False
210.31655633456552,16.618872643671423,5.472213658056481,0.566517523637321,2.391637941175898,Metal Oxide,354.54820882860736,696.3181913132316,1.5514224161236179,4.227701655207408,2,Batch,Fluidized Bed,True
472.79612062363464,31.668677445413447,1.590304282757566,2.018005011807956,3.1350108498958598,Zeolite,564.5940812903215,403.1647278500061,1.3604959592872716,1.953404300137136,1,Continuous,Fluidized Bed,True
277.6339944800051,44.41290966357317,8.671327086819632,3.689424924173031,2.1148333317605066,Metal Oxide,252.32274426374522,342.21408609394007,0.8395213577947738,1.5676446364571177,4,Semi-batch,Fixed Bed,True
398.7566853061946,31.177296220932924,7.366735880480595,3.5227721401372265,2.1946836250423134,Metal Oxide,915.289940379274,467.4768081382582,0.28848949247908673,1.6818512556473313,9,Batch,Trickle Bed,True
293.5133228268233,12.415014262928054,1.142849438050015,2.1136431844696615,1.7183948707602137,Zeolite,265.68556486626346,754.3707954793229,0.2559023768632801,2.7698946787184586,2,Semi-batch,Fixed Bed,False
356.0204063533432,2.195638296270363,7.224433423682802,1.7326208397635912,2.864735901754227,Zeolite,895.8157315601946,843.9374105165318,1.197526259807838,3.8482225305286,2,Batch,Fluidized Bed,True
364.0130838029839,43.63484482114556,5.663613064755138,1.9880618927643527,4.267815187274069,Noble Metal,103.47506364658466,536.0667302879122,1.571658897870292,2.7644864323233294,7,Semi-batch,Fixed Bed,True
255.4563366576581,2.04220113166897,1.2763907845943934,1.3213813157931964,1.087489052230933,Metal Oxide,656.5627023996523,629.1729642589215,1.167282542798939,0.8050837812265066,3,Batch,Trickle Bed,True
490.8753883293676,43.86038196152577,4.853856094522237,1.026664693533999,4.678721889891863,Noble Metal,906.9855184382437,822.6188977911313,1.7134131294904063,3.756113151979914,3,Continuous,Fluidized Bed,True
432.5398470083344,26.91791956733339,5.104614727735446,2.41519848779445,3.4765295033663257,Noble Metal,168.74943839822953,178.83748113035392,0.260167759567799,4.1268655790192925,2,Batch,Trickle Bed,False
481.8496824692567,47.01431722713191,2.0748581315511196,1.3426687803380366,4.134038742132148,Zeolite,968.326960099255,285.662862292932,0.8601537375666921,1.8027403930387385,0,Semi-batch,Trickle Bed,True
468.44820512829466,40.1403785529096,9.484132396502682,1.4373083244862506,2.8253343938870574,Noble Metal,452.8833604155117,667.120005001266,0.6267267041135205,3.4885658267750768,7,Semi-batch,Fixed Bed,True
379.36999364332553,49.898771416133535,8.57476602906629,3.283780317372785,3.9196318369779113,Metal Oxide,945.7151084410244,758.9955695298397,1.0050913426828196,2.41966355474477,0,Continuous,Fixed Bed,True
476.562270506935,18.184878957133797,6.855712204626529,4.842686658499461,0.17938194696338933,Zeolite,676.820043630047,785.6232226644623,0.33027750774942044,4.501037100773493,6,Semi-batch,Trickle Bed,True
226.54775061557586,38.59222615762522,4.891807829505768,3.0181860027968757,4.110064081419723,Metal Oxide,301.58686987355156,432.0857414839461,1.9174369548279306,4.303515011723329,4,Continuous,Trickle Bed,True
258.79485872574355,20.694614766852865,4.411772645052831,0.3848973353248314,0.296680409518296,Metal Oxide,188.3025249171064,171.47192183349347,0.6018597219248497,2.86444399239339,3,Semi-batch,Fluidized Bed,False
213.56818667316142,24.513905394891534,6.684247937934065,0.3779180692703349,4.460575544178027,Zeolite,303.7350462250994,450.22518183969595,1.8601539958704525,3.611774956161175,3,Semi-batch,Trickle Bed,False
297.5990992289793,31.747767697700134,5.681602759365602,4.75711610422783,4.960617461469353,Metal Oxide,93.01740926267499,284.587672165643,0.9666076790660272,4.475073654599468,7,Continuous,Trickle Bed,True
316.6031869068446,43.8101785951306,1.0915945058779133,1.4864539515366681,1.5409305646662115,Zeolite,143.86796634332975,332.95716399729935,1.9739434398593925,2.7307265453522396,5,Semi-batch,Fixed Bed,True
281.4047095321688,49.22008999076546,5.368775163318151,0.46033493041237716,1.130560925800389,Metal Oxide,104.66044034648114,717.8140454700047,1.1973050902283793,1.9096283321996987,0,Semi-batch,Trickle Bed,True
448.6212527455788,38.64539727936139,8.160834363711976,2.995222935751908,3.8502804829043997,Zeolite,422.94354374155773,160.4216688207095,1.8754991555164535,3.8914976205931158,9,Continuous,Trickle Bed,True
307.0259980080768,21.470572326199353,4.862778837171102,3.1182438914513306,1.339829070509241,Noble Metal,795.5783762575865,762.0649739845617,0.20962817964960112,1.490298146531113,7,Batch,Fixed Bed,True
284.28035290621426,21.64649311157644,0.9935874867655499,3.2425241005934407,4.3412556775437965,Metal Oxide,141.3835542163402,442.1352686593353,1.5468298511256202,2.248390166027189,1,Continuous,Fluidized Bed,False
362.80882494747453,37.14153277785568,7.969642894148315,1.3370101392877065,0.6039287015716359,Zeolite,130.32043317233587,576.8511448804761,1.8254911755845278,4.395772566980572,5,Semi-batch,Fixed Bed,True
242.2772674924288,12.700080142646815,2.4129559302917567,0.07555342107237517,0.7171804622588555,Metal Oxide,643.4289495173308,171.72178498854322,0.4514970205621174,3.759900531211918,8,Batch,Fixed Bed,True
440.6590942262119,6.4132315434383385,2.9568979314363686,4.825076847272359,4.897842619993017,Metal Oxide,197.1829819680663,369.8872626858237,0.3730265331178727,2.3171495236137467,0,Batch,Trickle Bed,True
222.36519310393123,18.37648572439805,2.064710357606811,1.2544652284555124,3.401810601523023,Metal Oxide,97.6100381089916,171.76073521187664,0.96423069293472,1.4663502608376082,5,Batch,Trickle Bed,False
496.06608098015516,15.074710591050005,3.6370431162792265,3.3801314402627374,4.249747399701869,Zeolite,166.84857820557764,869.2349783048877,1.8806220310392832,2.1018577587450644,7,Continuous,Fluidized Bed,True
431.6734307889972,15.519097902343514,7.689139304042032,3.5331493493935477,1.6892139490224385,Noble Metal,923.7313958767761,745.8093194610003,1.1762958083427897,1.7784686715234486,9,Batch,Trickle Bed,True
259.61470446025174,12.446779801445587,5.434165665287405,3.0500370853974283,3.414770372650962,Noble Metal,821.4712527761908,467.7062034851682,1.149421634699118,1.2924017957473426,1,Batch,Fluidized Bed,False
201.6566351370807,3.0625662921817325,2.4463721044317692,1.564536971068241,3.0117849538121266,Noble Metal,354.0645623550941,278.8820386589369,0.4540270129387794,3.844998111045455,4,Batch,Fluidized Bed,False
444.63842853645025,1.8758228019372767,8.839385742444389,1.3554812688203288,3.0554355886024407,Zeolite,655.8207673273928,846.7640841998817,0.20142111996779383,1.6343144908257718,5,Semi-batch,Fluidized Bed,False
412.05720315428516,49.39839709706555,8.856027622039527,2.9883414135135156,3.444409051734836,Noble Metal,537.275673668038,375.6772765815774,1.6582521633418301,2.5437536157549374,4,Continuous,Fluidized Bed,True
418.7021504122962,21.960883553057254,8.770495037937065,4.330478168058457,2.9192599483325834,Zeolite,677.124263482564,228.7875453498998,0.3576342133752288,2.2363675107624905,2,Continuous,Trickle Bed,True
431.38110400578375,19.8320057108244,2.768564008124623,4.733668644616978,2.2024056095830633,Metal Oxide,682.6711524627593,550.5315107631639,1.3409296737235832,4.919348203860339,3,Semi-batch,Fixed Bed,True
222.2133955202271,34.30271685196042,4.786773769719387,0.5295290220187882,1.4520212024646797,Metal Oxide,628.7340150599929,855.0192962758529,1.8463096181273446,2.2599150986669923,6,Batch,Fixed Bed,False
307.5397185632818,11.694440505388144,9.857401733338314,0.7741430629885993,3.8660485214746902,Noble Metal,266.1013685373086,103.06423240025806,0.5755734436851758,0.8599211725853966,3,Semi-batch,Trickle Bed,True
234.7607178575389,47.54809801356104,7.834118524944908,4.723681293915398,1.2087349070156126,Zeolite,39.00642076281813,290.49987460319903,1.3974911052264394,0.9042158865743781,8,Semi-batch,Trickle Bed,True
458.93102776267807,39.53090570636205,0.7580905016428183,3.682676141673963,3.49253610015663,Metal Oxide,455.5667819901088,850.7581123283261,0.341657438073517,3.1583917460887916,9,Batch,Fluidized Bed,True
386.9894380482674,5.3811391133007165,1.1194436169746744,4.4149691241488656,1.2433308309817008,Zeolite,890.9738846907038,236.86877348572963,1.2867592589077033,3.1971359828221955,1,Batch,Trickle Bed,False
299.26940745579475,21.46145801346149,4.907348079717162,1.013163170676716,3.1641178327768245,Zeolite,569.4972585185759,190.5947613118559,0.49507709771576497,2.384415457171947,4,Continuous,Fixed Bed,True
219.06750508580708,44.07679707054607,9.137591955684822,2.937929355547009,3.760683508932242,Metal Oxide,832.391041701908,556.1497726398436,1.5247164089273204,2.4432966154041336,7,Batch,Trickle Bed,True
293.29469651469867,47.29186909227911,5.617667080550785,3.5056979720873684,1.1716980556420422,Zeolite,991.6243429612282,789.4750586358639,0.7422163306290348,0.7426966227839205,4,Semi-batch,Trickle Bed,True
297.5549966080241,23.902674051243615,5.2292188263257575,3.4005594272348634,0.39372217422041056,Metal Oxide,163.61620413827626,481.6878541551409,1.0341038158483633,2.82445929675168,9,Semi-batch,Fluidized Bed,True
418.8818535014192,31.05715807132468,1.5020001495879907,2.0407584543334907,0.741771340671453,Metal Oxide,691.7776391419823,895.6514053476199,1.278974975649719,2.7713276392115826,7,Batch,Fluidized Bed,False
391.2672414065639,9.184663358511687,6.739410994880793,0.07697445845654238,3.069385139628025,Metal Oxide,674.2935737000246,643.3373596303943,0.5082921391992312,1.1729719335062505,7,Continuous,Fluidized Bed,False
466.16382277289796,49.56726268071185,8.309980025702142,2.9146302840213156,4.262287390506104,Zeolite,979.9554473582784,159.2599257683582,1.5349480735117176,0.967277237499174,8,Semi-batch,Fluidized Bed,True
341.6644775485848,12.351913367788727,4.113990071321842,1.2655076958980438,0.3204844240535794,Metal Oxide,985.6007339528004,894.2657053455803,0.7447526131462663,1.0560762076977073,9,Batch,Fixed Bed,True
235.87827378149052,47.19385693262116,7.868312583790611,2.2512712307144516,3.697341169304067,Zeolite,686.6786117241295,426.31538942415233,1.3922693478429562,0.9546271092106633,5,Continuous,Trickle Bed,True
413.9734361668985,32.83268580062605,9.66252821205771,4.787905075419086,1.7724613651552557,Metal Oxide,243.61479198219428,329.92202707638603,0.4849094912588726,3.243686879915419,3,Continuous,Trickle Bed,True
428.23551458506927,30.779102949064097,2.4357813617130466,1.9951765882121735,2.4447890126056606,Metal Oxide,798.555838130599,546.3033468623084,1.4386117865714305,1.384171935813134,2,Semi-batch,Fluidized Bed,True
368.38315927084886,26.12173703980892,5.471631496350042,4.199008033322134,4.651411794243272,Noble Metal,107.0291342110381,343.44607345669147,0.43073853105883114,1.6314356848435856,4,Semi-batch,Fixed Bed,False
431.2901539863683,12.302820774170176,3.227810601803468,0.9427030287462557,1.726660373205643,Noble Metal,780.6993041716287,169.16600569612186,0.9656416932859706,1.2810746486814788,5,Continuous,Fixed Bed,False
348.13867890931726,9.649873568269905,8.032116980821474,3.362302490125144,2.380150976303482,Noble Metal,910.1961241446965,101.14267446334138,0.6449709327299783,4.810258870018264,2,Continuous,Trickle Bed,True
356.81984881459823,11.803824244438593,5.987136975870996,4.885034772194717,0.16704383232733744,Zeolite,382.83339476843526,459.6666823362098,1.5470754489707286,4.345778584183259,1,Continuous,Fluidized Bed,True
328.26230550756486,10.13547484506847,6.5285329667278855,0.509465504364684,0.49983372802370807,Zeolite,630.6352949830805,769.4907377812738,0.6716630081123742,1.5372267680818439,6,Batch,Trickle Bed,False
207.62573802322856,39.19963920477091,8.080184516350993,0.04159971113596006,1.367098796560442,Metal Oxide,430.1427320968263,557.8521485040612,1.7870911515117132,1.9740483226495669,4,Semi-batch,Trickle Bed,False
232.36742809799134,18.156137699169776,4.261719490293322,2.1679139631630715,0.2364759800232646,Metal Oxide,437.76505498812844,899.3658391547526,1.805276380531903,1.4445177903724873,8,Continuous,Fixed Bed,False
209.42875570602027,3.834291151606422,9.193355649866911,0.463127415256836,3.19373909763643,Metal Oxide,310.37088910812,329.47731651775996,0.5535943674010145,2.713441817573707,2,Semi-batch,Fixed Bed,False
390.92312337913415,48.48602887689975,5.56377423883833,3.7419217483811567,2.1893519483279507,Metal Oxide,762.1296204503246,324.3640518080442,1.3049227010139037,0.5882473961341412,7,Semi-batch,Trickle Bed,True
294.306794322898,44.305508363207856,2.000570816935806,4.572743319242795,2.7859114933673084,Zeolite,936.1765641665052,227.79956818715536,0.3578917550959358,3.5211560400355806,5,Semi-batch,Fluidized Bed,True
352.5712073494108,46.459861876565434,7.111041622603623,2.170104863543794,0.9557712108920148,Metal Oxide,940.7508592344611,231.25087061226816,0.9047667792829326,2.8542116741793873,3,Continuous,Fluidized Bed,True
472.2699421778279,49.75048330967533,8.035982829163416,1.2935582107772048,1.5500669442394193,Metal Oxide,174.78128487493382,328.1492768080383,1.4839791131022901,4.543875177354964,8,Batch,Trickle Bed,True
274.7876687446625,9.520867211754878,3.5092359321415034,2.172016595033049,3.3527399267783533,Noble Metal,874.743649656566,734.2720362188218,1.3869618443298493,1.2397670794778637,4,Continuous,Trickle Bed,True
323.1148769106889,20.41585892623028,8.643202941488154,3.6172390892500053,4.829983345788959,Metal Oxide,737.4314414271221,824.6054325091583,1.3244612049318942,4.118491607275093,9,Semi-batch,Fluidized Bed,True
426.6653415629146,38.153685309500474,9.10836092027478,0.04527080790185489,0.3470421906508251,Metal Oxide,252.83740069028926,880.0697357661451,0.7085735545923986,4.063824565100221,5,Continuous,Fluidized Bed,True
268.63944964748674,35.10501028463582,3.130592630089185,2.947269947423486,4.4628831721908035,Metal Oxide,67.28461292151455,285.8317232771621,0.8804449089819237,1.072315351475991,8,Continuous,Fluidized Bed,False
223.09397294863788,8.540899410652898,9.84345399079461,3.0664584244368953,2.926717886424922,Zeolite,267.99726688437795,805.0380364912734,0.3853030604605151,2.2935165086485743,6,Semi-batch,Trickle Bed,True
286.9254358741304,40.97582312454027,1.836759516463205,3.1884412344796775,2.8632058771025566,Noble Metal,912.2082367815257,362.60407142186966,1.4942410767804817,1.265686885150326,4,Semi-batch,Fixed Bed,True
248.36638617620133,11.997588019996373,2.419148849823655,1.210110399904386,2.551364822518026,Metal Oxide,633.1786748957722,190.27243561350753,1.1069998342242924,1.6462422520589701,1,Continuous,Fluidized Bed,False
478.90929570277194,11.967063126308531,2.250135972761248,3.570263616890634,0.4400310209304986,Metal Oxide,721.0546608978718,796.0199404161325,1.4757781382221782,1.6846077867374496,3,Continuous,Fluidized Bed,True
442.4361138693251,27.311746721777265,8.992902245074768,0.45695743165888203,0.5403965735071873,Noble Metal,257.15235110909583,608.8845077148949,0.648098344634371,3.0030637731159775,1,Continuous,Fluidized Bed,True
390.021126953127,30.054056807243455,6.715779247087138,0.9963516823340041,3.044468827729522,Metal Oxide,719.3881555748203,231.78471686484937,0.7839888115431193,2.3513491929220947,2,Continuous,Trickle Bed,False
461.43817705631534,29.424224184052747,1.9449906906115924,4.38735023327241,1.770697000034236,Zeolite,28.121506277923757,443.86500601040206,0.8015876070682064,4.764797618028374,9,Batch,Fixed Bed,True
441.10162306973433,5.482855032489988,4.6830724744993155,3.693615753632832,4.594613526230635,Metal Oxide,375.3213457730138,329.8061559016541,0.24633633754498918,1.068665638761523,2,Continuous,Fixed Bed,True
255.97101766581073,43.99558226888864,6.345331238163119,0.06872777005672626,2.092293633061414,Zeolite,626.7533485423312,689.4356549681576,0.8138861710951224,4.881614606825894,3,Batch,Fluidized Bed,False
467.76769954699336,14.014402086846598,1.2929088073991413,1.2418813018490011,0.8020791476429413,Zeolite,146.09656554132022,462.73298449941444,1.6459482323324603,1.5378738809641876,5,Semi-batch,Trickle Bed,False
361.8026725746952,7.3462311428574045,8.882955499869718,1.0720324149658227,3.602122284159977,Metal Oxide,823.0035744469347,891.423956085108,1.8151372923495293,3.9779327137183387,2,Batch,Fixed Bed,True
442.23204654921875,44.548655913579886,8.134233586694585,1.3540316401848629,1.5374317650609484,Noble Metal,235.03129881191865,143.7959858076761,1.1327929681446696,2.0253646677776964,9,Semi-batch,Trickle Bed,True
468.82738997704797,47.826923413257916,5.299464348978063,1.237798851399432,2.674804506043877,Zeolite,652.2811128184462,384.01221290899736,1.0199030513945964,1.1438662793779126,0,Batch,Fixed Bed,True
295.40104249155917,43.244253246007084,9.68770284496212,0.3126314787142287,3.5193806489753334,Noble Metal,405.1971425753297,485.5201336879819,0.2554843136588665,4.360501333608079,0,Semi-batch,Fluidized Bed,True
233.01557735830303,40.66628766151903,4.468729303113447,2.294702582984102,4.511294144890145,Metal Oxide,596.0435954776472,502.50684379865584,1.7825678076536888,1.8898740465640844,8,Continuous,Trickle Bed,True
268.3805487625825,33.10685705131206,9.84904803084673,3.6636673739308256,3.9817368545282132,Zeolite,107.45055262890813,352.7486579085094,0.2234183841665709,3.46484931902079,8,Batch,Fluidized Bed,True
328.1323365878769,27.992011159847827,6.845239988634457,3.033658623587182,3.414169232576348,Metal Oxide,16.912799921607323,683.3921992780544,1.9005501443783812,3.04899658288982,4,Batch,Fixed Bed,True
445.404429776748,5.2623512356590965,6.5293770959124435,3.364358342990399,3.4302025937362037,Noble Metal,909.5644273803011,799.7976587911797,1.0805892476385632,2.6229033922589347,8,Semi-batch,Fixed Bed,True
458.21917497690305,21.014207440464236,2.0765715053099574,0.40574589268119576,4.735030755757224,Metal Oxide,269.6300087671828,850.9754415822904,0.815482088434508,2.731187626918426,6,Semi-batch,Fluidized Bed,False
202.0856391593572,19.261737333603385,8.878313703894118,4.757453550883936,1.5495380777330268,Metal Oxide,819.677002780459,744.074701439621,1.8635931827167882,3.795070613415294,8,Batch,Fixed Bed,True
353.2241907732697,13.727935404255984,4.5611520352458435,4.192459169215124,0.1054492615613183,Zeolite,999.3503004722002,780.4641578452795,0.24390378759817413,0.8949781135554826,6,Semi-batch,Fluidized Bed,True
325.2233009446337,36.447585570740664,2.041217354933554,4.025451592478314,1.4325773410511737,Metal Oxide,211.43125799891115,540.4362404959963,1.2465648107643568,3.506812978810573,8,Continuous,Fluidized Bed,True
266.63234314121905,25.297911018859768,0.6197714397697109,4.114919025208837,1.1676677601710457,Metal Oxide,265.1707411833556,760.7105811414517,1.1880785440988078,4.531154456293605,1,Batch,Fluidized Bed,False
235.95961020010483,4.971264579474749,5.817678994564634,4.663552540663806,3.3429894670585916,Metal Oxide,662.8597876346657,342.8031273183618,0.5947767221804878,0.7600468865893887,7,Continuous,Fixed Bed,True
301.2845514210884,11.788976895540756,5.5102964101654255,2.7212698305684886,3.2051868388510925,Zeolite,965.4486346006213,418.78300968737153,0.9719973764303791,1.1329400265515004,6,Batch,Trickle Bed,True
482.87291117375577,34.4796794193202,7.333859412507007,1.0014100893381295,3.007960775253147,Noble Metal,915.8143481907439,353.53041105483544,1.3740752106987864,3.724843715159141,5,Continuous,Fluidized Bed,True
296.96087960622657,4.730412115024709,8.95745150366912,3.0839180392627057,0.17959287172632316,Noble Metal,502.8755200655849,473.90986835834036,1.5088361543874695,2.467767417100779,4,Batch,Trickle Bed,True
355.63718652300986,42.709138788389666,1.2543625541087804,3.714407468339695,3.671012466808173,Metal Oxide,795.1102825267246,328.46369299090907,0.20129034567184362,2.3159687936615976,3,Semi-batch,Fixed Bed,True
410.90568766855336,25.262179823684743,7.449216658233443,3.689586966770127,1.6852990211789087,Zeolite,135.74585309990107,869.2891538035575,1.8863361741638276,1.1163498554490614,6,Batch,Fixed Bed,True
